round;minSpace;maxSpace
1024;33;51
2048;34;54
3072;34;54
4096;34;55
5120;34;55
6144;35;57
7168;35;57
8192;34;58
9216;34;55
10240;36;57
11264;36;58
12288;35;59
13312;35;56
14336;36;58
15360;36;58
16384;34;59
17408;34;52
18432;35;55
19456;35;55
20480;35;56
21504;35;56
22528;36;58
23552;36;58
24576;34;59
25600;34;55
26624;36;57
27648;36;58
28672;35;59
29696;35;56
30720;36;58
31744;36;58
32768;32;59
33792;32;50
34816;33;53
35840;33;53
36864;33;54
37888;33;54
38912;34;56
39936;34;56
40960;33;57
41984;33;54
43008;35;56
44032;35;57
45056;34;58
46080;34;55
47104;35;57
48128;35;57
49152;31;58
50176;31;49
51200;32;52
52224;32;53
53248;32;53
54272;32;50
55296;32;53
56320;32;53
57344;30;53
58368;30;48
59392;31;51
60416;31;52
61440;29;52
62464;29;47
63488;28;47
64512;27;46
