round;minSpace;maxSpace
8;507;514
16;499;508
24;492;500
32;483;493
40;477;484
48;468;478
56;461;469
64;451;462
72;445;452
80;437;446
88;430;438
96;420;431
104;414;421
112;405;415
120;398;406
128;387;399
136;381;388
144;373;382
152;366;374
160;357;367
168;351;358
176;342;352
184;335;343
192;324;336
200;318;325
208;310;319
216;303;311
224;293;304
232;287;294
240;278;288
248;271;279
256;258;272
264;252;259
272;244;253
280;237;245
288;228;238
296;222;229
304;213;223
312;206;214
320;196;207
328;190;197
336;182;191
344;175;183
352;165;176
360;159;166
368;150;160
376;143;151
384;131;144
392;125;132
400;117;126
408;110;118
416;101;111
424;95;102
432;86;96
440;79;87
448;68;80
456;62;69
464;54;63
472;47;55
480;37;48
488;31;38
496;22;32
504;15;23
